NoteID,EmployeeID,ManagerID,Date,NoteText
e933bba7-e662-4044-841e-bf663073ef0c,8a6cb659-c889-4932-ba72-818cd81574f2,39bb11e3-8432-4211-9125-6accd0d799c0,2026-03-09,"Frequently arrives late to meetings, need to address punctuality."
f38e5487-2e0c-4bc4-9f5e-137eb13b6f5a,9c6389a2-f1aa-472a-a405-217b6094b685,41fe4ef1-e753-4584-83eb-8d980c5e1e82,2021-11-26,Needs to work on communication skills with cross-functional teams.
aedc4e27-2d6a-45cb-85bc-a955a23a0689,7359f127-082a-47a1-afd6-d98dac6f8531,ddf2f671-973b-4de9-afc4-04e64c763b88,2024-05-04,Employee is showing great leadership potential.
ddcca9ee-3932-44c4-8eae-2202c82b2230,fc790a5e-5361-4772-af8b-ee1d742b0fe6,5ca802ef-bd45-459e-8fb9-c2b0ce1e03cc,2024-03-16,Has expressed interest in moving to a management role.
16fa9e02-746a-4e90-b7aa-688622846846,fc790a5e-5361-4772-af8b-ee1d742b0fe6,5ca802ef-bd45-459e-8fb9-c2b0ce1e03cc,2025-04-11,Has expressed interest in moving to a management role.
8c168878-880c-4145-bcdf-299e62522052,00c00a8f-b622-4a76-9e00-ce938c614b1d,d4ebadd9-8f6f-4097-bfeb-370bc1312ecf,2023-11-21,"Frequently arrives late to meetings, need to address punctuality."
ba8df857-bdc9-46bd-a03b-27b492b312cf,00c00a8f-b622-4a76-9e00-ce938c614b1d,d4ebadd9-8f6f-4097-bfeb-370bc1312ecf,2021-02-04,"Frequently arrives late to meetings, need to address punctuality."
ac7ba87c-e860-4479-883e-2282eac045ec,dc9895f6-cdf4-4d24-b2ae-243f43b91385,f9bec295-192b-427e-b468-b90a36d3ed6e,2022-04-18,"Going through some personal issues, performance slightly dipped but expected to recover."
8a809f5b-7a49-4125-83c6-23bff10557d4,ed93b858-9ed1-469e-bd16-df78e690e7f2,c928550c-2338-463b-930a-29020041a190,2026-03-26,"Highly motivated, took initiative on the last project."
0e2d8728-b521-4f2f-bd01-3177677c8f42,ed93b858-9ed1-469e-bd16-df78e690e7f2,c928550c-2338-463b-930a-29020041a190,2020-01-19,Has expressed interest in moving to a management role.
9dde0c99-11d5-4755-bcd4-15d458a11469,81cceb49-66a1-46ba-8b01-e8605c24a206,c3301c22-2b4b-4c7f-827f-90a886d47311,2025-02-28,Employee is showing great leadership potential.
130ed85f-c3f3-449d-9851-bca245626d2d,81cceb49-66a1-46ba-8b01-e8605c24a206,c3301c22-2b4b-4c7f-827f-90a886d47311,2023-06-19,"Frequently arrives late to meetings, need to address punctuality."
ad297cc2-d459-48fb-a2b2-140eb1f7b92a,2e30c9a4-5232-45c6-bd48-e95d079c2f48,75540a9f-e62c-4345-88b2-726080c8100d,2026-03-15,Has expressed interest in moving to a management role.
e9914be0-2a22-402c-8e9b-ffd4c6c01429,2e30c9a4-5232-45c6-bd48-e95d079c2f48,75540a9f-e62c-4345-88b2-726080c8100d,2023-12-12,"Highly motivated, took initiative on the last project."
9b19007c-84b4-435c-b993-ea8edb0977e0,0446c1e5-ad03-41bd-ab1f-dfd883f524dc,b2876e84-60b7-4ebb-aa0a-3fbd7a27bca2,2026-07-06,"Frequently arrives late to meetings, need to address punctuality."
6ed68302-c593-41d6-a64b-a5bf21898ed7,2c96d918-aa1b-41cb-b9aa-f807ad8d789e,0dc34f7f-1c7f-4008-9b7a-8c416421e4fa,2024-05-18,"Highly motivated, took initiative on the last project."
6cd48375-084f-4709-8beb-81ec7e9b5985,456c7c4e-8d4d-4bfc-bc77-8e985bd62a93,254e5290-7c0b-4c32-a48f-ce956be85d4a,2024-03-26,Requires too much supervision for senior-level tasks.
d199c7a0-3485-456b-9cd7-6be91585b89b,5aa6d796-b898-4b8b-8db4-92f492653467,8763f813-0fd1-448e-ae96-bd0f6be5d249,2025-06-09,"Going through some personal issues, performance slightly dipped but expected to recover."
51440218-9d87-427f-b7ca-c9668848c9a6,6ea1b322-4bd9-4975-9d03-eb422e4af83b,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2025-02-19,Employee is showing great leadership potential.
c048107b-ea87-48ec-b7c2-58ed93245a30,6ea1b322-4bd9-4975-9d03-eb422e4af83b,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2025-11-15,"Struggling with the new tech stack, suggested additional training."
2e231db5-e96c-4028-95cb-f66d97ece213,ac0ead81-053b-44b1-9fa9-2f1726c8d34b,630716e5-012e-462e-997f-4bddc29d22c6,2024-09-01,"Going through some personal issues, performance slightly dipped but expected to recover."
34487a0e-4e9c-4f99-8f5b-587aa95c5fd7,0f71c1a2-349f-48fd-87c9-2cc62e891684,543b70df-c750-4d2d-8b42-9ad31bebe5d1,2026-07-08,Employee is showing great leadership potential.
86a221b2-a5e5-4dc3-8989-d432e0b74266,96c48ecd-be97-49b3-932c-91f6a499e210,8a6cb659-c889-4932-ba72-818cd81574f2,2024-03-14,"Going through some personal issues, performance slightly dipped but expected to recover."
ff7e8fdb-fca9-4c89-9d16-5097e6787ad6,4fa58af1-b9a9-4357-b44e-39101f2b7306,7e265d70-9188-4135-8f84-55b39076442e,2023-03-25,"Highly motivated, took initiative on the last project."
beea7d88-d5f2-41ec-9376-f9ac7cb65cae,4fa58af1-b9a9-4357-b44e-39101f2b7306,7e265d70-9188-4135-8f84-55b39076442e,2021-08-19,Employee is showing great leadership potential.
86c91ca1-d9d0-4c26-82e7-e2e81302dd90,85130bdf-9b69-4030-bc14-b7ccf9677cd8,36f9d437-0f3f-4390-b929-2ead8cea5fb5,2024-10-29,"Frequently arrives late to meetings, need to address punctuality."
e8535bba-f30b-480f-bbbf-23130302288b,db238baf-fa14-4c2d-95a8-395c609c2294,555ee223-e3a0-411a-bd41-37eb57af5802,2020-04-10,"Highly motivated, took initiative on the last project."
8e8a78df-f1b0-46b1-bf8d-8e800d740b59,4962b7de-5e65-4062-9d99-07577066ed37,f9bec295-192b-427e-b468-b90a36d3ed6e,2026-02-16,Requires too much supervision for senior-level tasks.
62da1092-eede-4221-9a0e-536b15ec6374,b7befe44-6ce5-41ec-83b8-20a70ace89b9,c928550c-2338-463b-930a-29020041a190,2019-09-09,"Frequently arrives late to meetings, need to address punctuality."
aae790c0-d3e4-4947-ada9-1809b34f71f0,ce18dadc-2b90-4385-9158-f8ab2956b564,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2023-06-23,Employee is showing great leadership potential.
8c6c4f8e-98ba-4610-8fa3-933063d5ebf0,ce18dadc-2b90-4385-9158-f8ab2956b564,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2025-12-08,Employee is showing great leadership potential.
11fc0b26-f07b-4074-9ba3-7475a9a533f5,43bbec93-bb56-4718-b13e-cd241e5cfcb3,f29a8f01-0ea3-45f6-a563-5ab88bd21740,2025-12-13,"Consistent performer, always meets deadlines."
f413f249-5cdc-4d66-9135-b329d5c2dabc,f5114312-5644-4042-a24c-2a5b968935c5,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,2025-03-08,Needs to work on communication skills with cross-functional teams.
b3cd5851-81c9-41aa-b242-d886ab5e1210,f5114312-5644-4042-a24c-2a5b968935c5,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,2025-03-11,"Going through some personal issues, performance slightly dipped but expected to recover."
2774a4be-9660-471e-afbf-b580be49c5ee,b6344ac3-2ae1-4a76-a11b-103658e1b0fb,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2026-04-09,Has expressed interest in moving to a management role.
8a8142bd-f1d7-4b06-8c8f-5384fb0b0094,1daaf593-d813-4d03-9afe-a305aad6986a,630716e5-012e-462e-997f-4bddc29d22c6,2021-04-24,"Highly motivated, took initiative on the last project."
5e79cd0b-d4d9-446b-8dda-b6a3af4cf340,1daaf593-d813-4d03-9afe-a305aad6986a,630716e5-012e-462e-997f-4bddc29d22c6,2024-01-17,"Great team player, always willing to help peers."
fc16119e-f201-4803-a3dc-5df15f77d3bd,6425c2d4-04ed-4ba9-a69e-86bb62eb8f87,543b70df-c750-4d2d-8b42-9ad31bebe5d1,2026-07-22,Has expressed interest in moving to a management role.
e8dce873-7a7d-43ae-9b31-d7b177e1c546,b7251c3a-5796-4eff-a231-52b84894580e,8a6cb659-c889-4932-ba72-818cd81574f2,2025-09-19,"Great team player, always willing to help peers."
76e3183d-d3a2-4e6f-a9a3-1c05a396305e,08854e92-a5e5-4e86-a8ad-906cd5829ace,7005687a-9bf2-49a1-ada1-97c42963f3ed,2026-07-16,"Going through some personal issues, performance slightly dipped but expected to recover."
3a1731ef-faac-405b-88fc-39fc6a892aa8,a63b557e-647f-43a0-8b53-468086b5f416,7e265d70-9188-4135-8f84-55b39076442e,2025-08-22,Has expressed interest in moving to a management role.
d0fa86f0-9b09-4ed6-ab6d-c35a4849f517,a63b557e-647f-43a0-8b53-468086b5f416,7e265d70-9188-4135-8f84-55b39076442e,2021-06-29,"Frequently arrives late to meetings, need to address punctuality."
b24486f2-ed0d-40b1-b3f2-41d3ec6b33f5,df0d010f-8474-4b39-830a-148411807236,36f9d437-0f3f-4390-b929-2ead8cea5fb5,2025-03-13,Requires too much supervision for senior-level tasks.
3c5ee05b-543a-4ac2-9e6a-f94b2f52586b,df0d010f-8474-4b39-830a-148411807236,36f9d437-0f3f-4390-b929-2ead8cea5fb5,2025-02-05,Requires too much supervision for senior-level tasks.
f2fa7e6a-24c0-4922-8da0-9ef0583d6dde,c829e47f-933e-44f8-9f3d-25264029c26e,555ee223-e3a0-411a-bd41-37eb57af5802,2023-12-03,"Struggling with the new tech stack, suggested additional training."
e658e5ba-a258-4dde-85e8-30c2b7d52141,7cd1619c-a98f-4ec5-bcde-3a397412822a,d4ebadd9-8f6f-4097-bfeb-370bc1312ecf,2026-01-23,"Struggling with the new tech stack, suggested additional training."
9f947952-867d-430a-b7c4-57cc11ba512f,e11200db-2e7c-4d81-b313-f677f9bc12cb,8565ea1d-4f56-4a49-b00a-1ff7618021be,2019-07-01,Requires too much supervision for senior-level tasks.
70a82ae3-dba4-4f88-93ca-9c9fb67e1db8,4e89e578-b3e7-40ec-8190-2daf789ae4ad,c928550c-2338-463b-930a-29020041a190,2025-01-09,Needs to work on communication skills with cross-functional teams.
4242e5f9-45e8-4cc9-96e4-8abbae3ad85a,4e89e578-b3e7-40ec-8190-2daf789ae4ad,c928550c-2338-463b-930a-29020041a190,2026-02-09,"Struggling with the new tech stack, suggested additional training."
15153265-2e7a-458c-a4c3-1f24617481ae,4c0e1d10-c487-4981-b91a-71f1dbd78ea4,75540a9f-e62c-4345-88b2-726080c8100d,2020-01-03,Employee is showing great leadership potential.
c8a682a1-907a-4713-8eca-112a788cdf17,640d08fc-ba1c-4286-bd93-ef0805dc477c,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2026-01-12,Needs to work on communication skills with cross-functional teams.
0942b69e-265a-4006-81a7-befef0d04c08,640d08fc-ba1c-4286-bd93-ef0805dc477c,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2026-07-21,"Great team player, always willing to help peers."
be65426b-7245-4b57-87fc-481065e8169a,2318b5e1-2d30-420b-94ab-a93ba861f50b,f29a8f01-0ea3-45f6-a563-5ab88bd21740,2024-12-07,Has expressed interest in moving to a management role.
27dc5164-f48a-45d5-83c8-a13779d02b19,d5d70af6-3d6e-4a87-9be0-852c21690127,b2876e84-60b7-4ebb-aa0a-3fbd7a27bca2,2026-04-12,Needs to work on communication skills with cross-functional teams.
522dca78-fe07-40b2-a9bc-9c9dbaa78501,d5d70af6-3d6e-4a87-9be0-852c21690127,b2876e84-60b7-4ebb-aa0a-3fbd7a27bca2,2016-03-12,"Great team player, always willing to help peers."
02301627-52bc-4dae-8c57-7d620050aa9b,784007a1-78b2-41ca-9cb2-75f3175db8d7,0dc34f7f-1c7f-4008-9b7a-8c416421e4fa,2026-01-11,"Great team player, always willing to help peers."
5ff0c86d-9a20-432a-8543-48d734662ce8,784007a1-78b2-41ca-9cb2-75f3175db8d7,0dc34f7f-1c7f-4008-9b7a-8c416421e4fa,2026-05-15,"Great team player, always willing to help peers."
327b5fc2-31af-441e-8705-824806644d63,85bbda80-b791-4b66-b3af-811cc62f0940,8763f813-0fd1-448e-ae96-bd0f6be5d249,2025-11-03,"Consistent performer, always meets deadlines."
bc66d22e-1f62-4433-b153-ec88e94d3f6c,426200c9-c9bb-4773-84c9-b06ba643f51b,40d6cd96-c5d0-4455-b009-0b0046dcb51b,2018-08-25,Has expressed interest in moving to a management role.
97bcbc38-33e0-4975-be86-295f2f643163,55a47447-9d03-4c05-8d19-11a0ba611b34,630716e5-012e-462e-997f-4bddc29d22c6,2024-12-15,"Consistent performer, always meets deadlines."
a661299d-9659-452d-b6f5-b4cd00aad9e0,55a47447-9d03-4c05-8d19-11a0ba611b34,630716e5-012e-462e-997f-4bddc29d22c6,2025-10-30,"Struggling with the new tech stack, suggested additional training."
4457466f-def9-4f44-8b32-e79b9795a0df,1f2ae184-1511-4bd7-932b-2fcd0d1cb3b0,543b70df-c750-4d2d-8b42-9ad31bebe5d1,2024-12-19,"Highly motivated, took initiative on the last project."
94f15b82-ca83-4bff-acbc-109bc4529765,994d2720-c8cf-4e93-85ab-0b7516943efc,9c6389a2-f1aa-472a-a405-217b6094b685,2024-08-20,"Consistent performer, always meets deadlines."
7bbad832-c772-4941-b57c-82d957090713,994d2720-c8cf-4e93-85ab-0b7516943efc,9c6389a2-f1aa-472a-a405-217b6094b685,2024-04-02,"Struggling with the new tech stack, suggested additional training."
4e3ad5d3-0416-4a73-a13d-082fa2fe9389,bae6e5cc-583b-4a95-9a57-a41fd83ff1b7,7005687a-9bf2-49a1-ada1-97c42963f3ed,2019-12-12,Needs to work on communication skills with cross-functional teams.
f294d6e4-e9ee-4522-9c9c-2a35f173f05f,bae6e5cc-583b-4a95-9a57-a41fd83ff1b7,7005687a-9bf2-49a1-ada1-97c42963f3ed,2021-06-09,Requires too much supervision for senior-level tasks.
d9f6d977-8bbd-4ef0-affb-799848cdbf50,61d91000-d0e7-435a-90d2-519fd3d55efc,93893360-8fd5-40d9-a827-3d8dc0d2f698,2025-06-03,Employee is showing great leadership potential.
dbca590c-5f83-46cc-b4a5-b91ae6464a35,1dc35fbf-ffe5-4b2a-81ab-3d79afcd6523,8565ea1d-4f56-4a49-b00a-1ff7618021be,2025-01-03,Needs to work on communication skills with cross-functional teams.
f8084ce7-322f-4e1e-a753-cb23afcfbdc3,1dc35fbf-ffe5-4b2a-81ab-3d79afcd6523,8565ea1d-4f56-4a49-b00a-1ff7618021be,2023-11-25,Employee is showing great leadership potential.
d59018cf-8d6b-4de7-8c72-187910adc9f8,e76916ff-0759-4783-bd17-ac19c3c4b8e9,95fee654-165a-4426-8f15-5aa7615c5e52,2025-09-29,"Highly motivated, took initiative on the last project."
5e766a29-87a4-4cdf-a6a9-1cebfcba5011,e76916ff-0759-4783-bd17-ac19c3c4b8e9,95fee654-165a-4426-8f15-5aa7615c5e52,2025-08-13,"Going through some personal issues, performance slightly dipped but expected to recover."
3425217a-9bc6-4374-98f2-91f0de78d312,ba1791c9-5496-433e-a3f9-ab6654597d36,f9bec295-192b-427e-b468-b90a36d3ed6e,2025-09-18,"Struggling with the new tech stack, suggested additional training."
1f8f6037-2c2c-4f8a-b4c7-12e7ca56cb64,ba1791c9-5496-433e-a3f9-ab6654597d36,f9bec295-192b-427e-b468-b90a36d3ed6e,2026-05-27,"Going through some personal issues, performance slightly dipped but expected to recover."
52bd48da-80e0-4034-9549-6be3234c72eb,f8847dac-df05-4392-b46f-a6d07624e493,c3301c22-2b4b-4c7f-827f-90a886d47311,2024-11-03,"Consistent performer, always meets deadlines."
8b719a09-e272-4e8c-af9f-2a3ee2ba8e8d,f8847dac-df05-4392-b46f-a6d07624e493,c3301c22-2b4b-4c7f-827f-90a886d47311,2026-05-22,Needs to work on communication skills with cross-functional teams.
a25ec409-0a16-47e3-9380-97a881f859ed,ae849f25-8e59-4b7b-b02a-53434841bcd4,254e5290-7c0b-4c32-a48f-ce956be85d4a,2020-01-24,"Going through some personal issues, performance slightly dipped but expected to recover."
17b89a77-f4b3-441a-9723-0c9170d88ea4,ae849f25-8e59-4b7b-b02a-53434841bcd4,254e5290-7c0b-4c32-a48f-ce956be85d4a,2024-11-20,Requires too much supervision for senior-level tasks.
43815725-f301-453a-89f2-446f1b0c1dbf,4fcf49a8-35de-4205-b241-f8279c2f3faf,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,2025-11-25,"Going through some personal issues, performance slightly dipped but expected to recover."
19676380-0a57-4051-a9a0-576b1bfd3199,444c8dc3-243a-4f89-af20-f76e15ee9b27,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2023-08-02,Employee is showing great leadership potential.
635957b9-5f36-4e17-8ec1-54da0a4598d9,d295f594-9f6b-484f-a528-9f78b0d051f4,3cd82c5e-529d-4500-8d52-deee030c1ea3,2026-06-17,Needs to work on communication skills with cross-functional teams.
2b57db6a-2ec5-4744-b5bf-c2fc851a1386,d295f594-9f6b-484f-a528-9f78b0d051f4,3cd82c5e-529d-4500-8d52-deee030c1ea3,2026-06-27,"Highly motivated, took initiative on the last project."
069f3513-c992-4970-8838-b3d076c408ca,627e968b-dab7-4119-a257-85e504785bb3,40d6cd96-c5d0-4455-b009-0b0046dcb51b,2020-07-10,"Great team player, always willing to help peers."
83538ac1-137f-4227-a746-27a98f7a6d80,e9962ed3-0fec-4e5c-b8b4-7a7c1b8e1563,630716e5-012e-462e-997f-4bddc29d22c6,2024-07-11,"Frequently arrives late to meetings, need to address punctuality."
d2550cba-f53a-4f94-9cde-9eb5e2096422,e9962ed3-0fec-4e5c-b8b4-7a7c1b8e1563,630716e5-012e-462e-997f-4bddc29d22c6,2024-06-28,Needs to work on communication skills with cross-functional teams.
d8a65720-bfbd-42e5-be05-738e9be48fca,eb4caa37-01ea-4918-9f4b-169245cdd2f6,8a6cb659-c889-4932-ba72-818cd81574f2,2020-03-01,"Going through some personal issues, performance slightly dipped but expected to recover."
44717949-4887-4f68-bf25-83470f6c18d4,eb4caa37-01ea-4918-9f4b-169245cdd2f6,8a6cb659-c889-4932-ba72-818cd81574f2,2023-09-14,"Great team player, always willing to help peers."
0e370643-cb43-458c-a458-6b072694ebac,16b8edea-a30a-4622-a601-e234d13689a5,9c6389a2-f1aa-472a-a405-217b6094b685,2022-08-21,"Struggling with the new tech stack, suggested additional training."
33218e2f-3461-44aa-a78e-38617dcbf432,16b8edea-a30a-4622-a601-e234d13689a5,9c6389a2-f1aa-472a-a405-217b6094b685,2023-05-11,Has expressed interest in moving to a management role.
b5a5992d-c6c9-4f33-97ec-ce63d74f55c2,9ed0cb0e-f79b-4827-924c-329357c94cbe,a344149f-bc18-412b-940e-29c201e37a54,2023-12-14,Employee is showing great leadership potential.
c1a48dc0-fd3c-4af4-99c9-7693f5bffd23,9ed0cb0e-f79b-4827-924c-329357c94cbe,a344149f-bc18-412b-940e-29c201e37a54,2024-02-08,Needs to work on communication skills with cross-functional teams.
47d989d2-18f2-46ff-b528-d1b5b766e5bf,3ff9348d-502c-4be6-bbdd-beaf1cff154f,7005687a-9bf2-49a1-ada1-97c42963f3ed,2024-08-08,"Great team player, always willing to help peers."
771c2e19-6c4c-473d-9c35-c4284f0ce349,6109afc3-da46-4c6c-85f2-5aa42d228d0f,93893360-8fd5-40d9-a827-3d8dc0d2f698,2024-10-23,"Going through some personal issues, performance slightly dipped but expected to recover."
979d60ee-cd41-4cb1-864b-8ac2664e9620,09fe69ac-28ad-4d15-a8b8-c4a2763384e6,5ca802ef-bd45-459e-8fb9-c2b0ce1e03cc,2025-01-22,"Frequently arrives late to meetings, need to address punctuality."
e3a68819-6cc6-40f6-81a6-824d5a8c39db,5f4665a5-457f-4b7b-b201-ac3bc27a94ae,c928550c-2338-463b-930a-29020041a190,2025-08-11,"Frequently arrives late to meetings, need to address punctuality."
a1761145-f14d-4054-8e99-077833cef2f5,26a2ee15-8cff-4ec3-968e-d788cf060515,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2017-07-21,Needs to work on communication skills with cross-functional teams.
ddb699dd-361f-455e-9e67-501fd501003b,0d65cf78-b7f3-4305-b83c-6f558de40c0a,f29a8f01-0ea3-45f6-a563-5ab88bd21740,2025-07-11,Has expressed interest in moving to a management role.
c725476d-508c-4a05-9952-8acf16ada17a,0d65cf78-b7f3-4305-b83c-6f558de40c0a,f29a8f01-0ea3-45f6-a563-5ab88bd21740,2021-12-12,"Going through some personal issues, performance slightly dipped but expected to recover."
771fad50-349e-44cb-bae6-68090de15ad5,90b4ea17-3706-4df1-a43d-a63ce36ec447,254e5290-7c0b-4c32-a48f-ce956be85d4a,2024-11-20,"Highly motivated, took initiative on the last project."
a0112550-10e3-47ab-ad20-ef7b84477bca,407b47a5-ae83-44b5-8d41-209bde3e62c2,8763f813-0fd1-448e-ae96-bd0f6be5d249,2025-07-08,"Frequently arrives late to meetings, need to address punctuality."
3aabf92d-1b0b-46b4-8b10-e2b3664d0f80,407b47a5-ae83-44b5-8d41-209bde3e62c2,8763f813-0fd1-448e-ae96-bd0f6be5d249,2025-06-27,"Consistent performer, always meets deadlines."
43e49a93-0ad2-49f6-96eb-c461b7feffbd,772b531a-c165-43f7-ac9b-8dd5f398a403,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,2026-03-09,"Great team player, always willing to help peers."
7eb7dbd6-69c9-4479-b639-75e27536caa7,bd928bef-5104-4ece-a692-aea36ae984e1,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2025-10-04,Employee is showing great leadership potential.
d61a18f2-4fc7-4dfa-87a3-f21cc3e3e838,bd928bef-5104-4ece-a692-aea36ae984e1,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2025-01-21,"Going through some personal issues, performance slightly dipped but expected to recover."
955c39cd-3e39-45a9-aa53-76a7bb009479,2beb2383-49a5-4e4d-a6b9-063980773f9b,3cd82c5e-529d-4500-8d52-deee030c1ea3,2022-02-23,"Consistent performer, always meets deadlines."
619bee7f-5240-4315-9d18-888d865869c8,e94d8713-411f-41cb-8f2f-70e902302d28,ce210808-0643-4154-b355-0f4fdb9309a7,2018-02-13,"Going through some personal issues, performance slightly dipped but expected to recover."
606a77cb-c11a-426d-8f44-f314e78244bf,60943214-35db-455d-bf10-592be9d56ed0,543b70df-c750-4d2d-8b42-9ad31bebe5d1,2024-08-16,Has expressed interest in moving to a management role.
d4cd2746-637c-472c-bcd1-2804ef580843,a555780f-bdd1-4446-983b-16b64b01ddb1,93893360-8fd5-40d9-a827-3d8dc0d2f698,2024-10-02,"Frequently arrives late to meetings, need to address punctuality."
a45f9a57-4e7a-474b-9b1c-d9512d623cf0,a555780f-bdd1-4446-983b-16b64b01ddb1,93893360-8fd5-40d9-a827-3d8dc0d2f698,2022-09-26,Has expressed interest in moving to a management role.
c1310dd3-40bb-4636-add0-2d9cd73e231d,af9f5f36-c8a1-4796-8061-5e6ec6b27020,d4ebadd9-8f6f-4097-bfeb-370bc1312ecf,2024-08-10,Needs to work on communication skills with cross-functional teams.
f723fef7-5be7-4537-9f8b-058969f6dde9,5f896efc-8285-4e50-91a2-70f3a776cb34,f9bec295-192b-427e-b468-b90a36d3ed6e,2023-05-18,Has expressed interest in moving to a management role.
e1bbaf12-4a28-4d30-bcd8-89b03a9cc541,5f896efc-8285-4e50-91a2-70f3a776cb34,f9bec295-192b-427e-b468-b90a36d3ed6e,2026-06-06,"Struggling with the new tech stack, suggested additional training."
c1ca51f5-3085-4ea5-b42c-c41ffee7d900,3f96bea4-9550-425b-9510-87ae5a7ea6de,75540a9f-e62c-4345-88b2-726080c8100d,2023-05-01,"Struggling with the new tech stack, suggested additional training."
099cc313-c35c-41dd-adab-fda022fc7356,891da385-8611-4e15-97e3-458e495d7276,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2024-01-02,Employee is showing great leadership potential.
