RecordID,EmployeeID,Month,DaysAbsent,DaysPresent,OvertimeHours,RemoteDays
7b466c16-780c-451b-9f9b-9f269db7c0d7,95fee654-165a-4426-8f15-5aa7615c5e52,2026-04,0,22,5,0
120fbe27-04a1-444d-822d-328161301c39,95fee654-165a-4426-8f15-5aa7615c5e52,2026-03,1,21,13,9
f8eeeec7-277a-43fb-8672-1314eeb90a77,95fee654-165a-4426-8f15-5aa7615c5e52,2026-02,0,22,8,9
5fb65b4f-a209-4f66-aba4-3df03b25c148,f9bec295-192b-427e-b468-b90a36d3ed6e,2026-07,6,16,5,1
aa641072-d9cf-48d7-abeb-9ff4ecd5d6d1,f9bec295-192b-427e-b468-b90a36d3ed6e,2026-06,2,20,4,3
cc47e0aa-bb6d-4bf6-b476-44eda77bdf17,f9bec295-192b-427e-b468-b90a36d3ed6e,2026-05,4,18,4,6
5d34a6e0-16e8-441d-b65a-a551c49df527,f9bec295-192b-427e-b468-b90a36d3ed6e,2026-04,6,16,3,2
352d268b-ce75-44df-9418-a03245bc3c92,f9bec295-192b-427e-b468-b90a36d3ed6e,2026-03,3,19,0,2
c31f9c57-9735-4dfe-a661-1640b12b237d,f9bec295-192b-427e-b468-b90a36d3ed6e,2026-02,5,17,5,5
8bbeca5e-775a-49eb-93a0-67a73b259abb,c928550c-2338-463b-930a-29020041a190,2026-07,0,22,14,2
7d178769-5604-4502-a37a-77e8060f3980,c928550c-2338-463b-930a-29020041a190,2026-06,0,22,5,7
f8de80fd-3964-4b8f-a920-046fc3fa0c08,c928550c-2338-463b-930a-29020041a190,2026-05,1,21,8,8
1560d39c-7ed9-4755-afe9-edef48f91ffd,c928550c-2338-463b-930a-29020041a190,2026-04,1,21,14,9
696c1c23-a067-4f92-b00a-813f1d35e4f6,c928550c-2338-463b-930a-29020041a190,2026-03,1,21,9,8
3b2d9929-7018-4f11-87f0-6a511f784941,c928550c-2338-463b-930a-29020041a190,2026-02,1,21,15,8
23cca0d5-745f-4e26-bb93-d38dd661ad5f,c3301c22-2b4b-4c7f-827f-90a886d47311,2026-07,1,21,7,9
acb0af2d-7620-4926-af0f-961db88e7ec8,c3301c22-2b4b-4c7f-827f-90a886d47311,2026-06,0,22,8,6
147ac079-5aa5-44e5-8475-d38e9e015e0e,c3301c22-2b4b-4c7f-827f-90a886d47311,2026-05,0,22,6,4
b52d071f-475f-4fc1-aee0-08f1b20f44c5,c3301c22-2b4b-4c7f-827f-90a886d47311,2026-04,1,21,8,6
01915477-c749-47bd-8fae-9d782164b6b8,c3301c22-2b4b-4c7f-827f-90a886d47311,2026-03,0,22,15,4
927204db-aede-4528-866c-3e807256738a,c3301c22-2b4b-4c7f-827f-90a886d47311,2026-02,0,22,9,3
a45cf680-c735-4da8-8a65-31818e33ab06,75540a9f-e62c-4345-88b2-726080c8100d,2026-07,1,21,15,5
4b5181e1-3f4a-4203-a089-a7ebf0b85221,75540a9f-e62c-4345-88b2-726080c8100d,2026-06,1,21,11,10
bcb64ebb-3ec3-4192-8fd4-31ac57165db9,75540a9f-e62c-4345-88b2-726080c8100d,2026-05,0,22,11,4
8f0ab1f0-3dbe-481b-88a8-3277f5e5e998,75540a9f-e62c-4345-88b2-726080c8100d,2026-04,0,22,12,1
001ce0ae-850f-40a3-89f1-3aae0f7ac0f1,75540a9f-e62c-4345-88b2-726080c8100d,2026-03,0,22,5,5
4c15d470-05d6-4167-aeb8-3d56a2dbc836,75540a9f-e62c-4345-88b2-726080c8100d,2026-02,0,22,9,2
3fec1c64-b9bb-42ea-9bcb-cd18f843101a,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2026-07,0,22,14,9
ab11c1a4-7995-4f2c-ab4e-960c7cf552cb,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2026-06,0,22,13,1
a118ea2b-34e5-4a48-9e8d-8b3e875cbb97,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2026-05,0,22,10,5
15e2f3d7-038b-47d8-aaac-66825001ed27,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2026-04,0,22,10,8
51633b16-fffe-4000-ab4a-f6a952522625,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2026-03,1,21,10,5
b3307b27-58d6-4a2b-8f14-cf145dad8147,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2026-02,1,21,5,6
afa2aa30-bbb4-4828-a236-891d0aab7a0a,f29a8f01-0ea3-45f6-a563-5ab88bd21740,2026-07,0,22,13,3
74bc33d2-e825-45a9-aeaa-66b7f7fc95b1,f29a8f01-0ea3-45f6-a563-5ab88bd21740,2026-06,1,21,10,0
a5f7f261-7d2d-47e5-a900-513d7ef4ad7f,f29a8f01-0ea3-45f6-a563-5ab88bd21740,2026-05,1,21,8,2
c08fa4be-e78e-4997-9f4c-78727c9cf7cc,b2876e84-60b7-4ebb-aa0a-3fbd7a27bca2,2026-07,0,22,11,7
09750bb3-8fc7-4224-9c82-6b3e37dd0e70,b2876e84-60b7-4ebb-aa0a-3fbd7a27bca2,2026-06,0,22,6,0
720afc7a-4426-44c0-bcee-b829d0af5454,b2876e84-60b7-4ebb-aa0a-3fbd7a27bca2,2026-05,0,22,10,6
81ec138d-fa4c-47f5-9faa-4d5754a2f6db,b2876e84-60b7-4ebb-aa0a-3fbd7a27bca2,2026-04,0,22,11,7
ef7ee162-3c33-49fb-ae4a-7f33a84c9b96,b2876e84-60b7-4ebb-aa0a-3fbd7a27bca2,2026-03,1,21,5,7
2844f4b8-adc1-4933-8cae-80649c4fbc60,b2876e84-60b7-4ebb-aa0a-3fbd7a27bca2,2026-02,0,22,9,6
316ca6a6-2e50-4b70-8f79-48f470c72726,0dc34f7f-1c7f-4008-9b7a-8c416421e4fa,2026-07,1,21,10,3
a754cb12-5ac3-4886-aa71-b598b9817d59,0dc34f7f-1c7f-4008-9b7a-8c416421e4fa,2026-06,1,21,8,7
aa454ace-17bc-4f58-aca6-50e1fd7ab02c,0dc34f7f-1c7f-4008-9b7a-8c416421e4fa,2026-05,1,21,14,1
93fb68f7-01f9-4665-8bb8-b10108c93951,0dc34f7f-1c7f-4008-9b7a-8c416421e4fa,2026-04,0,22,8,8
e7b4d9d1-1bbe-45bb-9099-767e3ffd2351,0dc34f7f-1c7f-4008-9b7a-8c416421e4fa,2026-03,1,21,6,1
ff52ceae-02d8-468a-87d1-8275272a16bb,0dc34f7f-1c7f-4008-9b7a-8c416421e4fa,2026-02,1,21,10,10
c519f030-3b51-4eb0-bba0-d924da9dc7fa,254e5290-7c0b-4c32-a48f-ce956be85d4a,2026-07,6,16,1,3
b664d1cb-7b27-48bc-93e5-a04e82e54b14,254e5290-7c0b-4c32-a48f-ce956be85d4a,2026-06,5,17,1,1
8f8e5b3d-a783-4012-add4-9fe7231a6f84,254e5290-7c0b-4c32-a48f-ce956be85d4a,2026-05,6,16,4,0
4824d216-b037-4c86-901e-761c449b8686,254e5290-7c0b-4c32-a48f-ce956be85d4a,2026-04,5,17,1,2
67d47302-79e3-4236-b2bd-6b0564026dc4,254e5290-7c0b-4c32-a48f-ce956be85d4a,2026-03,5,17,1,0
2fb391ca-b4c0-4e6b-8d18-3923c1427913,254e5290-7c0b-4c32-a48f-ce956be85d4a,2026-02,6,16,2,3
f636d088-dbdf-4027-beb6-ecb98bcbf76c,8763f813-0fd1-448e-ae96-bd0f6be5d249,2026-07,0,22,7,4
ad68cf64-23e2-4e21-9743-c6113283f4f0,8763f813-0fd1-448e-ae96-bd0f6be5d249,2026-06,0,22,15,0
3cc995ec-5288-4b38-a740-74722911b7fd,8763f813-0fd1-448e-ae96-bd0f6be5d249,2026-05,1,21,14,0
9cf2887c-a869-4454-a9fb-c642a7a237ca,8763f813-0fd1-448e-ae96-bd0f6be5d249,2026-04,1,21,7,8
34aca52c-43f9-4386-b806-b6eb40808e0b,8763f813-0fd1-448e-ae96-bd0f6be5d249,2026-03,0,22,9,4
d4b1ed09-21cc-4330-9760-3c193ec7c763,8763f813-0fd1-448e-ae96-bd0f6be5d249,2026-02,0,22,12,6
aae18b95-30bf-4370-a0c2-91a0b2ac4807,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,2026-07,0,22,5,2
f78028d1-5deb-4abd-9e9f-eb7e50eae75d,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,2026-06,0,22,8,7
3e796d6c-2256-434d-8754-292d362ecc9a,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,2026-05,0,22,14,4
1d8b2cc5-edfa-40ff-98d5-135973d96aea,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,2026-04,1,21,6,10
63039b22-2ddb-4627-9383-6a1f6d43fefe,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,2026-03,0,22,5,7
91f13cad-3769-4d64-9f83-b1f3ff7db237,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,2026-02,0,22,14,5
1ed69ea2-0ce9-48a2-9303-9eed0688b11b,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2026-07,1,21,11,1
5277306a-363e-4b89-9f07-96dbfab4ab28,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2026-06,0,22,6,8
29d9a6bd-a2bb-4dfc-88a2-a5203400c390,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2026-05,0,22,8,7
060efbef-f97f-4877-9ac9-f925613f11eb,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2026-04,1,21,8,2
2148c66c-0f16-4571-97de-9685d96a42ee,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2026-03,1,21,13,5
0def285a-2608-4b84-b6d0-4a5d5b64a5fb,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2026-02,0,22,6,2
eea31760-8535-4d8d-ab28-dc11e3070ebc,3cd82c5e-529d-4500-8d52-deee030c1ea3,2026-07,3,19,4,1
3da2f555-0cb8-4e2e-a1b9-2d5fd5aec382,3cd82c5e-529d-4500-8d52-deee030c1ea3,2026-06,2,20,3,7
b12a66e8-67d4-4ba9-9954-c82c7ce74253,3cd82c5e-529d-4500-8d52-deee030c1ea3,2026-05,2,20,0,3
f17e9875-9902-434b-a6e7-dedaf18471a2,3cd82c5e-529d-4500-8d52-deee030c1ea3,2026-04,5,17,5,2
dfab8764-2f5a-48ab-b865-8f6f1e9fc9e3,3cd82c5e-529d-4500-8d52-deee030c1ea3,2026-03,3,19,2,8
4d86dffb-8369-42f8-9275-1e6196da0f76,3cd82c5e-529d-4500-8d52-deee030c1ea3,2026-02,6,16,3,10
ec7e0ad8-b139-4ef6-94f7-723e1c410ba5,40d6cd96-c5d0-4455-b009-0b0046dcb51b,2026-07,1,21,10,1
857a82d0-a314-4ac5-acfd-f623b1b64f08,40d6cd96-c5d0-4455-b009-0b0046dcb51b,2026-06,1,21,9,7
8493e537-55e9-4524-8be2-b4569333e86b,40d6cd96-c5d0-4455-b009-0b0046dcb51b,2026-05,3,19,10,0
ad0a0705-9d98-4b9b-b047-77922039f9aa,40d6cd96-c5d0-4455-b009-0b0046dcb51b,2026-04,2,20,6,9
da38e845-3660-45cc-8af2-bc98083d5d45,40d6cd96-c5d0-4455-b009-0b0046dcb51b,2026-03,1,21,8,7
06dd880d-2355-4055-b152-9655f97bbff0,40d6cd96-c5d0-4455-b009-0b0046dcb51b,2026-02,3,19,3,6
965c4dee-8f98-4cfb-8196-0e92aaa2fc49,ce210808-0643-4154-b355-0f4fdb9309a7,2026-07,1,21,14,2
e73644cb-2450-4458-8c87-ea72e6a3493e,ce210808-0643-4154-b355-0f4fdb9309a7,2026-06,0,22,8,9
4761fa77-1456-49b2-b37a-f2cff49ad347,ce210808-0643-4154-b355-0f4fdb9309a7,2026-05,1,21,13,7
a019f4c5-b093-4756-b105-5c0925d29d40,ce210808-0643-4154-b355-0f4fdb9309a7,2026-04,0,22,14,2
ef6cc5fc-bf9e-4b4c-9ba8-6583a2f116a4,ce210808-0643-4154-b355-0f4fdb9309a7,2026-03,0,22,13,8
3809ebf6-1d5a-438d-949f-fd0d61bbfa06,ce210808-0643-4154-b355-0f4fdb9309a7,2026-02,0,22,7,8
09dc3272-5dad-45f4-8b21-e435103289a2,630716e5-012e-462e-997f-4bddc29d22c6,2026-07,0,22,13,9
a6ef6aef-974b-4ce4-982c-baefb2f66248,630716e5-012e-462e-997f-4bddc29d22c6,2026-06,1,21,9,6
7283daab-1e68-4c3c-9258-25190b422313,630716e5-012e-462e-997f-4bddc29d22c6,2026-05,0,22,5,5
8f13a2c7-209f-4c72-a3d4-d3b9c344f082,630716e5-012e-462e-997f-4bddc29d22c6,2026-04,1,21,6,6
bdac607a-5b6f-407c-880c-551c284cae54,630716e5-012e-462e-997f-4bddc29d22c6,2026-03,1,21,7,1
107eae50-a7ed-4fc2-95de-4965466e2580,630716e5-012e-462e-997f-4bddc29d22c6,2026-02,1,21,6,6
248f054d-4843-4b59-aa09-b82410245a1d,543b70df-c750-4d2d-8b42-9ad31bebe5d1,2026-07,0,22,12,2
23156f51-1e43-4420-9a4b-de5e04478e11,543b70df-c750-4d2d-8b42-9ad31bebe5d1,2026-06,0,22,14,0
b6804828-9a30-4b90-bdfa-b9c3d9f6f272,543b70df-c750-4d2d-8b42-9ad31bebe5d1,2026-05,0,22,6,5
ad303894-b48c-4afd-b96f-039c9d53c7bc,543b70df-c750-4d2d-8b42-9ad31bebe5d1,2026-04,0,22,5,5
90953dd4-260b-4c38-84c1-05db5b4a9de7,543b70df-c750-4d2d-8b42-9ad31bebe5d1,2026-03,0,22,12,1
28842973-819d-44b5-97a8-48ee0c14fe1d,543b70df-c750-4d2d-8b42-9ad31bebe5d1,2026-02,1,21,11,4
d0841b87-2ff2-4045-99c3-cec63572816d,8a6cb659-c889-4932-ba72-818cd81574f2,2026-07,3,19,5,0
3b4bee2d-3b0c-4f45-999b-67a868b265e0,8a6cb659-c889-4932-ba72-818cd81574f2,2026-06,4,18,1,9
355d2a47-fd46-46e3-afcb-766838f751cd,8a6cb659-c889-4932-ba72-818cd81574f2,2026-05,3,19,5,9
e6c4af58-102a-44c9-a528-4ca9045c0ebb,8a6cb659-c889-4932-ba72-818cd81574f2,2026-04,5,17,1,5
78c2d214-9123-4621-9273-a78ae2beba6e,8a6cb659-c889-4932-ba72-818cd81574f2,2026-03,3,19,0,1
14fd458f-1849-4851-89c5-f7ad2fa1666b,8a6cb659-c889-4932-ba72-818cd81574f2,2026-02,2,20,2,6
e3310ffd-acda-4885-97f6-78d0fb489bec,9c6389a2-f1aa-472a-a405-217b6094b685,2026-07,3,19,2,7
09a14709-0f21-4dbe-8b0f-eef4c222e8ee,9c6389a2-f1aa-472a-a405-217b6094b685,2026-06,6,16,1,7
6606c769-e47b-4912-b73e-aa06830a8044,9c6389a2-f1aa-472a-a405-217b6094b685,2026-05,5,17,2,2
001b7702-71de-49cc-86d9-b7f58aa63560,9c6389a2-f1aa-472a-a405-217b6094b685,2026-04,5,17,1,10
714a46d2-605e-4672-a750-7b6993cfbbca,9c6389a2-f1aa-472a-a405-217b6094b685,2026-03,6,16,2,7
fc11942a-86e2-47d7-9f1d-af9d7767f706,9c6389a2-f1aa-472a-a405-217b6094b685,2026-02,4,18,4,0
4f5826d4-2a00-4988-b724-9a0cb3b42d74,7359f127-082a-47a1-afd6-d98dac6f8531,2026-07,1,21,8,1
b120a8e4-6316-465c-97cc-0f2cb06e5be9,7359f127-082a-47a1-afd6-d98dac6f8531,2026-06,1,21,8,4
c4a72d96-15d0-4301-9add-46d70ab0e959,7359f127-082a-47a1-afd6-d98dac6f8531,2026-05,0,22,9,0
51ca7ddd-93ed-42ba-87e2-67bd1eb61a7c,7359f127-082a-47a1-afd6-d98dac6f8531,2026-04,0,22,13,6
7adb8e40-9380-477e-80ff-0da928beae7e,7359f127-082a-47a1-afd6-d98dac6f8531,2026-03,1,21,9,5
0c23b66b-abbb-4407-a1f0-2c24c8d0c160,7359f127-082a-47a1-afd6-d98dac6f8531,2026-02,1,21,7,6
4113bbde-3d7b-43f8-8ba3-fa900bd5763d,74376a27-d9d0-49bf-9c83-bc4ab403c567,2026-07,2,20,0,1
5044c10e-eed4-464a-9f7d-31d039c2edf1,74376a27-d9d0-49bf-9c83-bc4ab403c567,2026-06,5,17,1,8
14a5c366-7bc1-46b7-a3f8-1c7689a9b219,74376a27-d9d0-49bf-9c83-bc4ab403c567,2026-05,2,20,3,4
6881642b-dd8e-45f2-93a9-a521f047c96f,74376a27-d9d0-49bf-9c83-bc4ab403c567,2026-04,4,18,3,9
9ab30b80-82be-49dd-b0ba-6599f45920b0,74376a27-d9d0-49bf-9c83-bc4ab403c567,2026-03,6,16,5,6
8caa24bd-7c49-4978-92d8-c9d82e2fa31b,74376a27-d9d0-49bf-9c83-bc4ab403c567,2026-02,2,20,1,5
9338528c-a8a6-47e9-9f7e-44ff6d0b58ec,fc790a5e-5361-4772-af8b-ee1d742b0fe6,2026-07,6,16,4,9
ac5f3516-5e9e-449d-bf12-df5a30c991bf,fc790a5e-5361-4772-af8b-ee1d742b0fe6,2026-06,4,18,2,9
d2205752-499f-468f-9600-61bfc16d33cf,fc790a5e-5361-4772-af8b-ee1d742b0fe6,2026-05,3,19,1,6
73f4947f-a10a-491d-92fa-52df23f520f4,fc790a5e-5361-4772-af8b-ee1d742b0fe6,2026-04,4,18,4,0
2e923ef4-2fb5-4e62-a5a1-dcb38c303dac,fc790a5e-5361-4772-af8b-ee1d742b0fe6,2026-03,4,18,4,3
