SurveyID,EmployeeID,SurveyDate,EngagementScore,JobSatisfaction,WorkLifeBalance
b6fdbb44-2883-4f92-ad8d-7279ecdf08fd,93893360-8fd5-40d9-a827-3d8dc0d2f698,2023-06-01,3,4,4
a10e6a57-801d-4796-b0dc-4423b3780248,93893360-8fd5-40d9-a827-3d8dc0d2f698,2023-12-01,3,4,4
395cbae6-3b60-424a-a6f0-9383ff141945,93893360-8fd5-40d9-a827-3d8dc0d2f698,2024-06-01,3,4,5
48e4d320-a3d8-433e-aac8-e48ab531fc46,ddf2f671-973b-4de9-afc4-04e64c763b88,2023-06-01,3,3,1
fe86dda4-9a41-4f23-9571-1c3e64ab3bb6,ddf2f671-973b-4de9-afc4-04e64c763b88,2024-06-01,4,2,3
384cadaf-809e-4b19-8177-2fca44fda738,555ee223-e3a0-411a-bd41-37eb57af5802,2023-06-01,5,3,4
7221ef9e-33e7-4c4f-8f4e-040a7d3c75ab,555ee223-e3a0-411a-bd41-37eb57af5802,2023-12-01,4,3,4
cc0b898d-27c3-46ce-b7f1-a4e20c679915,555ee223-e3a0-411a-bd41-37eb57af5802,2024-06-01,5,5,3
13634cad-2a18-4e31-9269-81ec7351321c,5ca802ef-bd45-459e-8fb9-c2b0ce1e03cc,2023-06-01,4,4,2
569972e2-5da7-4e93-b992-0a2f7a2ec04b,5ca802ef-bd45-459e-8fb9-c2b0ce1e03cc,2023-12-01,4,4,2
633f5a6b-5def-4167-a229-66f130feebaa,95fee654-165a-4426-8f15-5aa7615c5e52,2023-06-01,4,5,2
b6132bd3-56f9-462e-ab6b-ea096eaff6cd,95fee654-165a-4426-8f15-5aa7615c5e52,2024-06-01,4,4,3
d3ec0d83-9c8a-4354-b704-20e7318988d1,f9bec295-192b-427e-b468-b90a36d3ed6e,2023-06-01,5,5,3
05d72b39-2c4c-4a92-b232-123ee415d3f8,f9bec295-192b-427e-b468-b90a36d3ed6e,2023-12-01,4,3,4
c896b0b2-a9d2-4ceb-ae39-41a62f00b273,f9bec295-192b-427e-b468-b90a36d3ed6e,2024-06-01,4,5,2
8c6a573f-9702-4dc2-abce-525cb805457a,c3301c22-2b4b-4c7f-827f-90a886d47311,2023-06-01,5,3,2
f3e44f89-32d6-4693-a3d3-968a064493ef,c3301c22-2b4b-4c7f-827f-90a886d47311,2023-12-01,3,3,5
8b5daf82-711f-4c32-bf58-43bb66e39109,c3301c22-2b4b-4c7f-827f-90a886d47311,2024-06-01,4,3,4
07ffb1fd-8a2d-4f77-89b2-e9c9dc5941f8,75540a9f-e62c-4345-88b2-726080c8100d,2023-06-01,3,4,2
1205adae-7863-42b0-9e64-f5a3b2ade1a6,75540a9f-e62c-4345-88b2-726080c8100d,2023-12-01,3,3,2
b6e82b29-891d-4cf0-9181-ad0f14291ab9,75540a9f-e62c-4345-88b2-726080c8100d,2024-06-01,3,3,4
cf71a1d3-3459-4c76-a4c5-8a0b09b0247a,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2023-06-01,3,3,2
fc6208dc-8872-4658-abfc-c17474d44257,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2023-12-01,3,5,5
847d43fd-eae4-4c90-ad53-a49f40c1c731,a21c8a2b-18ab-4040-b6ca-9d87668287e2,2024-06-01,5,4,4
0c1519c8-7eac-4581-8163-d3eca2f981fa,0dc34f7f-1c7f-4008-9b7a-8c416421e4fa,2023-12-01,3,3,2
254939fd-a4b6-48f5-b819-94d45a2cfd9f,0dc34f7f-1c7f-4008-9b7a-8c416421e4fa,2024-06-01,5,3,5
c599b933-e335-49e1-90da-8fa5dbdde566,254e5290-7c0b-4c32-a48f-ce956be85d4a,2023-06-01,3,3,5
e16fb324-d59e-46da-8e50-bcd1d01bde8f,254e5290-7c0b-4c32-a48f-ce956be85d4a,2023-12-01,5,3,4
73ffce02-fbbb-4095-a620-51aadb45d6a5,254e5290-7c0b-4c32-a48f-ce956be85d4a,2024-06-01,3,4,2
20b8befc-222d-46f0-825f-67a2f2103ae8,8763f813-0fd1-448e-ae96-bd0f6be5d249,2023-12-01,2,2,2
072acbff-55ad-4223-9110-77485cc23596,8763f813-0fd1-448e-ae96-bd0f6be5d249,2024-06-01,2,3,4
6a5e938f-bd13-4256-acad-644dbbe2f9c9,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,2023-06-01,5,4,3
894e4e19-3853-4ae7-8bea-834df4687943,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,2023-12-01,3,3,5
e4fd0909-0f97-4da0-9614-4a54624e901a,526dd8a4-62c4-44d0-8e3b-c6005383a6e8,2024-06-01,5,4,2
e62b8a5c-c71b-41f4-9f5f-5a2195f51ced,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2023-06-01,4,3,4
94d79edf-5d55-4ed6-afec-4e618db66d38,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2023-12-01,3,3,3
9e5afa57-4e05-41d2-8a4b-773dbf26d8b5,0a372f95-d7ee-49d9-a2df-e7ddf82290de,2024-06-01,2,4,3
eb767c29-e890-46da-a6e4-0e0f76cbac60,3cd82c5e-529d-4500-8d52-deee030c1ea3,2023-06-01,4,3,3
2b482eff-172d-4609-8c36-68cfbec003ee,3cd82c5e-529d-4500-8d52-deee030c1ea3,2023-12-01,4,4,3
7976334e-f327-429f-abca-7202b3209cdc,3cd82c5e-529d-4500-8d52-deee030c1ea3,2024-06-01,5,4,3
175bb7bf-0a73-43f7-9311-e2a612897abd,40d6cd96-c5d0-4455-b009-0b0046dcb51b,2023-06-01,3,2,1
81a57743-05d7-4d9e-a097-c6bb386c690f,40d6cd96-c5d0-4455-b009-0b0046dcb51b,2023-12-01,2,4,4
e50f54cc-97ba-4621-bb02-c6d4f2bfc3aa,40d6cd96-c5d0-4455-b009-0b0046dcb51b,2024-06-01,3,4,4
080af698-859e-458a-9815-c240b787b2f7,ce210808-0643-4154-b355-0f4fdb9309a7,2023-06-01,4,5,5
bade5418-ba38-418c-a838-120c60d3bbe4,630716e5-012e-462e-997f-4bddc29d22c6,2023-06-01,5,4,3
70d259a0-208f-47f9-bd08-fa8efe06d2b2,630716e5-012e-462e-997f-4bddc29d22c6,2023-12-01,4,3,2
311c62ff-3cc2-4693-ae77-37542d38f45d,630716e5-012e-462e-997f-4bddc29d22c6,2024-06-01,3,4,4
ba0bfbb6-2c49-4c50-89d4-51578fc1a913,543b70df-c750-4d2d-8b42-9ad31bebe5d1,2023-12-01,2,2,1
0f2145b4-a95f-4b6e-aa23-678e2b4effcd,543b70df-c750-4d2d-8b42-9ad31bebe5d1,2024-06-01,3,4,1
214ca1af-b4db-4074-abd3-158ccef260b9,8a6cb659-c889-4932-ba72-818cd81574f2,2023-06-01,3,3,2
67ad0a90-385c-4dcb-89a9-d827a3803870,8a6cb659-c889-4932-ba72-818cd81574f2,2024-06-01,4,5,4
4a71377e-bd95-4f43-a3c6-2ab0df67b8ca,9c6389a2-f1aa-472a-a405-217b6094b685,2023-06-01,3,3,3
8377c191-9dda-4859-84d7-14642d1c8f8f,9c6389a2-f1aa-472a-a405-217b6094b685,2023-12-01,4,5,2
ff0557a2-a27a-428c-bae7-e8cd26de81af,9c6389a2-f1aa-472a-a405-217b6094b685,2024-06-01,4,5,5
dd883bff-c5e4-48a5-8441-ad8c8a154951,7359f127-082a-47a1-afd6-d98dac6f8531,2024-06-01,2,3,4
7c956a93-7f16-41ed-859b-d1f43649281c,74376a27-d9d0-49bf-9c83-bc4ab403c567,2023-06-01,3,2,1
a948074e-3185-4917-8a3b-7c8d32da069c,74376a27-d9d0-49bf-9c83-bc4ab403c567,2023-12-01,1,2,2
157973e9-040a-4e95-a712-1b034254b47b,74376a27-d9d0-49bf-9c83-bc4ab403c567,2024-06-01,2,2,3
d58a6c1c-6033-4e00-8825-ccdd83d53048,fc790a5e-5361-4772-af8b-ee1d742b0fe6,2023-06-01,5,3,5
4f25e525-e38b-4e6c-80aa-f92b089d1649,fc790a5e-5361-4772-af8b-ee1d742b0fe6,2023-12-01,3,5,4
f4d21296-00e1-4c16-b353-796548bb638d,fc790a5e-5361-4772-af8b-ee1d742b0fe6,2024-06-01,3,5,5
c84e1cc1-35b0-4ef1-acb9-238eb0715754,00c00a8f-b622-4a76-9e00-ce938c614b1d,2023-06-01,3,4,3
6e5be497-4a48-4580-b45b-4b1dd7afaaea,00c00a8f-b622-4a76-9e00-ce938c614b1d,2023-12-01,4,2,4
521296c0-217c-4315-8dc1-5cfb3a5e5105,4433f642-09a1-4035-a78c-a2ccd919d61e,2023-06-01,5,3,3
95c4f28f-a888-43ca-8194-bf391c874bf5,4433f642-09a1-4035-a78c-a2ccd919d61e,2023-12-01,4,4,2
1f0c246a-6ccf-496a-9a75-24f1772ae1b7,4433f642-09a1-4035-a78c-a2ccd919d61e,2024-06-01,3,4,4
ba9867a1-2c21-40a3-b43b-c2cecbeeb2e8,b047d3dc-6bf9-498c-b69c-1cf1896bd490,2023-06-01,3,3,3
aa59daa2-2046-43f5-8da1-a22acdc632de,b047d3dc-6bf9-498c-b69c-1cf1896bd490,2023-12-01,2,2,2
84ffc7e7-9527-4952-8402-3f6fab073e53,b047d3dc-6bf9-498c-b69c-1cf1896bd490,2024-06-01,3,3,1
43eb4bbc-d539-4dcf-a45e-332e292c0d73,dc9895f6-cdf4-4d24-b2ae-243f43b91385,2023-06-01,2,2,1
5c476366-5066-46e0-9a0e-91f316873cf1,dc9895f6-cdf4-4d24-b2ae-243f43b91385,2023-12-01,3,3,3
ab026cf2-f069-4e0d-b8c4-c4efa1cd9631,dc9895f6-cdf4-4d24-b2ae-243f43b91385,2024-06-01,2,2,2
c50a4a26-9239-455a-8973-5b84b9d7a57d,ed93b858-9ed1-469e-bd16-df78e690e7f2,2023-06-01,1,3,2
dfe45a40-facb-46c8-99e6-d08ee324990c,ed93b858-9ed1-469e-bd16-df78e690e7f2,2023-12-01,3,3,2
ff9f2732-fcd8-4d01-8df4-1e665b78a96c,ed93b858-9ed1-469e-bd16-df78e690e7f2,2024-06-01,1,1,1
d9373cbd-e206-4d9d-bc36-ac9a4ae86e6d,81cceb49-66a1-46ba-8b01-e8605c24a206,2023-06-01,4,4,3
01f2592b-f718-4a42-9e95-e5ee8de1fdcf,2e30c9a4-5232-45c6-bd48-e95d079c2f48,2023-06-01,4,4,4
bcca827c-7415-4557-a7bd-c165cf0e231f,2e30c9a4-5232-45c6-bd48-e95d079c2f48,2023-12-01,4,3,2
5dfbad44-bd0e-4f5a-996b-32250fac14ab,2e30c9a4-5232-45c6-bd48-e95d079c2f48,2024-06-01,3,4,4
8d30c4cd-a4be-4abc-93d5-47df219877b5,6f2df1ae-9656-40c3-a15c-8dfce6aad49d,2023-06-01,2,3,2
bb3e4461-35f6-4fea-96fe-716ae8de6adc,6f2df1ae-9656-40c3-a15c-8dfce6aad49d,2023-12-01,3,2,4
bd50e8e9-3519-44ff-a942-5f287120a127,c84bb11c-b275-448f-9887-a3f3b3f991a8,2023-06-01,2,2,3
55532418-a7ca-41b7-8ced-6c54e5c0c03f,c84bb11c-b275-448f-9887-a3f3b3f991a8,2023-12-01,3,4,4
58157342-5680-40a1-8603-db0591f87ddd,c84bb11c-b275-448f-9887-a3f3b3f991a8,2024-06-01,3,2,1
8e2fdc43-0ed9-41d9-a062-3e7c85a10dbf,2c96d918-aa1b-41cb-b9aa-f807ad8d789e,2023-12-01,2,2,1
5c986ebf-0aba-4a65-9cd4-b2ef615dfc4e,2c96d918-aa1b-41cb-b9aa-f807ad8d789e,2024-06-01,2,2,1
d83604de-b211-4fd4-b4b0-6d1a0cb4212c,456c7c4e-8d4d-4bfc-bc77-8e985bd62a93,2023-06-01,2,4,1
dc21fbfb-a79d-430c-8a8c-34a915a13417,456c7c4e-8d4d-4bfc-bc77-8e985bd62a93,2023-12-01,3,4,2
fccd15d3-9a0d-4471-9a87-7d528fc41cf7,456c7c4e-8d4d-4bfc-bc77-8e985bd62a93,2024-06-01,2,4,2
4f589685-c27e-4270-82ff-466fa495d891,5aa6d796-b898-4b8b-8db4-92f492653467,2023-06-01,2,4,4
5bda0967-41a0-4e40-bc74-30745bde5ca1,5aa6d796-b898-4b8b-8db4-92f492653467,2023-12-01,3,2,2
a03aef33-9368-4944-b482-0219f0e19520,5aa6d796-b898-4b8b-8db4-92f492653467,2024-06-01,2,4,4
a00d799e-bf8d-4f48-aa5b-519eda47bbb4,1731a96b-9624-4e2e-8cc8-8305124009a7,2023-06-01,4,4,4
1c6fc416-9821-46a8-bc8a-89d9c6df59d2,1731a96b-9624-4e2e-8cc8-8305124009a7,2023-12-01,4,4,2
0cb49368-097b-4c03-8ee4-507d4123b8ba,1731a96b-9624-4e2e-8cc8-8305124009a7,2024-06-01,4,4,2
b6a3bf84-e7b6-4eac-b0d3-33ffc19bb926,da753927-de44-4e0d-9307-126a419b2d50,2023-06-01,3,4,4
f918a680-a0bb-44ce-9ae1-9aba25ec093d,da753927-de44-4e0d-9307-126a419b2d50,2023-12-01,2,2,2
b17834dc-01bc-474e-95c5-1dd3df91fbac,da753927-de44-4e0d-9307-126a419b2d50,2024-06-01,2,3,4
8ddb52ed-6f22-4981-b5d1-b7e72bd3c05f,5ddbdf87-d237-4781-919f-4f16173784ea,2023-06-01,4,4,3
6d6aa20e-ebd8-4f83-8bcc-812910cc2e47,5ddbdf87-d237-4781-919f-4f16173784ea,2023-12-01,3,3,2
10b916e0-85fe-4115-b29f-756c28dfe3ca,5ddbdf87-d237-4781-919f-4f16173784ea,2024-06-01,4,3,3
75c4ec47-8016-4973-a902-f6a873eefbcc,df8c0789-d679-4bbc-ad61-e54c0aa8945d,2023-06-01,2,3,1
bb424a20-e8a3-4d19-be7d-580f16ade472,df8c0789-d679-4bbc-ad61-e54c0aa8945d,2023-12-01,3,4,2
2fabd503-ca82-45c9-800c-f7bfad007694,df8c0789-d679-4bbc-ad61-e54c0aa8945d,2024-06-01,4,4,2
c5625f97-0c50-4b68-8bc6-d628c0fa6ccf,ac0ead81-053b-44b1-9fa9-2f1726c8d34b,2023-06-01,5,4,3
2c4ae4f5-8dff-4c0a-86d6-8ed91c027172,ac0ead81-053b-44b1-9fa9-2f1726c8d34b,2023-12-01,4,5,4
e00bcfab-7153-476c-adb9-cadfc0d46d77,ac0ead81-053b-44b1-9fa9-2f1726c8d34b,2024-06-01,5,4,3
f36f7289-cc70-43cb-a6f8-dc7403d7a35c,96c48ecd-be97-49b3-932c-91f6a499e210,2023-06-01,2,4,2
ea8c2f25-b359-476f-8a87-177172f2eb33,96c48ecd-be97-49b3-932c-91f6a499e210,2023-12-01,2,4,3
2467071a-56d8-414c-9a5c-683888034421,96c48ecd-be97-49b3-932c-91f6a499e210,2024-06-01,3,4,3
d7080f5a-8571-4f8d-933f-2a7b9d37fdf2,44648b05-d262-4b91-8ffb-696fb5481313,2023-06-01,5,5,3
25482bc5-89b6-4a9c-b5b6-342c40b45354,44648b05-d262-4b91-8ffb-696fb5481313,2023-12-01,3,4,4
2ba40e74-605e-48aa-81bc-d3aa267f2d9b,44648b05-d262-4b91-8ffb-696fb5481313,2024-06-01,3,5,5
e1b85450-1424-44c2-874d-c6b20a8f9fae,e06610e2-d22f-4215-9c34-b28aa310fdff,2023-06-01,3,2,2
09dd354f-6668-43f7-a2b8-942b44305a7f,e06610e2-d22f-4215-9c34-b28aa310fdff,2023-12-01,2,3,3
95567cc2-2b5b-49e0-9749-7622794b26e6,e06610e2-d22f-4215-9c34-b28aa310fdff,2024-06-01,1,3,1
47ef30b9-43e0-42c8-b0cf-e5337b36e14e,33cc38fb-8b13-4389-82c8-e22e8e93085d,2023-06-01,1,2,2
e805eb43-0b64-42cc-a2dd-aa82422072fa,33cc38fb-8b13-4389-82c8-e22e8e93085d,2023-12-01,3,2,2
41091403-e892-40b9-b4aa-b2b487833efb,33cc38fb-8b13-4389-82c8-e22e8e93085d,2024-06-01,1,2,3
f7cd30dc-bd22-4d7b-a97b-532886fc710d,4fa58af1-b9a9-4357-b44e-39101f2b7306,2023-06-01,5,4,3
d3dcd055-d2cc-4a69-a109-93afcc7813f1,4fa58af1-b9a9-4357-b44e-39101f2b7306,2023-12-01,5,5,5
92903093-7d38-4799-b1cc-06426092c6ae,4fa58af1-b9a9-4357-b44e-39101f2b7306,2024-06-01,3,5,5
a8205f14-a9ae-46fa-a53e-fad52c7de788,85130bdf-9b69-4030-bc14-b7ccf9677cd8,2023-06-01,3,3,4
c4bf2248-8a60-4de7-8f76-59eb1170f4af,85130bdf-9b69-4030-bc14-b7ccf9677cd8,2023-12-01,4,3,3
5bf447fe-e5d2-4de2-a5fb-d7e78fa63e8f,85130bdf-9b69-4030-bc14-b7ccf9677cd8,2024-06-01,4,4,2
3d66cf23-1ba3-46f8-ae36-f6153eb779f8,b1ba7560-9137-4c27-b0a7-8b9ce2c2eaf9,2023-06-01,3,2,1
4c8fb712-d435-4f4f-8810-2b8af1a4350a,b1ba7560-9137-4c27-b0a7-8b9ce2c2eaf9,2023-12-01,3,4,3
20a320fe-0724-44d0-b020-799bf7ffbd4c,3818fbea-1c9f-471b-bfd1-b86a11590cfa,2023-12-01,4,3,2
0cb292e6-76ea-482a-be81-6d3d4129f329,3818fbea-1c9f-471b-bfd1-b86a11590cfa,2024-06-01,2,4,1
7521a81d-071e-47a2-8592-bb82c17b540e,db238baf-fa14-4c2d-95a8-395c609c2294,2023-06-01,4,4,1
6ae17db2-77f0-4fe0-83b0-2d22abee8054,db238baf-fa14-4c2d-95a8-395c609c2294,2024-06-01,3,3,2
db6755eb-3e48-4a7d-b227-10e0473d1eb8,3d584bcc-df1a-498e-b5c3-3a353cc6ad8d,2024-06-01,4,3,2
56d2e648-e279-46f1-97a7-333ff3206b85,8e425a5e-469f-4a68-b63b-007238d79179,2023-12-01,2,4,3
599d6aac-6e4b-49d9-9767-30e56edc0e26,8e425a5e-469f-4a68-b63b-007238d79179,2024-06-01,2,3,4
1e6b51be-367b-4e9c-a634-9dc1732a0807,fe370fa3-8228-487f-a9a4-11df92fc4e20,2023-06-01,5,4,2
88691416-cb77-4c30-8cb9-6d038e4a954c,d2c880e6-fcf1-471f-ad62-75af8df0e4eb,2023-06-01,3,3,4
5ea9a191-b7f4-42bd-84e0-ddd80f288ce3,d2c880e6-fcf1-471f-ad62-75af8df0e4eb,2023-12-01,3,3,3
3c7eb840-ec06-480d-8926-ce7dd62e4917,d2c880e6-fcf1-471f-ad62-75af8df0e4eb,2024-06-01,2,2,1
ec5d8604-7a30-49d0-bf37-2c93f1cf0dbb,b7befe44-6ce5-41ec-83b8-20a70ace89b9,2023-06-01,3,3,4
43c76cd9-667d-44f4-b93d-c6135080e790,b7befe44-6ce5-41ec-83b8-20a70ace89b9,2023-12-01,2,3,2
919f4b27-1e90-45f5-81dd-4deb3e6f0306,b7befe44-6ce5-41ec-83b8-20a70ace89b9,2024-06-01,3,4,3
9136e56b-109b-4d5c-bef5-005a96ff5b47,d4c22a55-0471-4827-8f15-a62d3856bf3b,2023-06-01,2,2,3
dbcb7abf-7369-4a46-ad18-33cf3c541c03,d4c22a55-0471-4827-8f15-a62d3856bf3b,2023-12-01,1,3,1
42dc4f2d-54a0-4085-aed6-7fcdb52f0d01,d4c22a55-0471-4827-8f15-a62d3856bf3b,2024-06-01,1,2,1
439ded23-cc94-4d3f-bd15-dbf56b853feb,ce18dadc-2b90-4385-9158-f8ab2956b564,2023-06-01,4,2,2
44e617f6-181c-403f-b2b3-c16d8f27ec97,ce18dadc-2b90-4385-9158-f8ab2956b564,2023-12-01,4,2,3
f0e6f4aa-3989-4732-b5df-026678d91bac,ce18dadc-2b90-4385-9158-f8ab2956b564,2024-06-01,2,3,3
06ea8a2f-4a72-4366-b22c-a12e1753d8be,e800fa7a-0025-4772-8c5c-60e979f7b02c,2023-06-01,4,3,3
c42da23d-3196-4724-8e29-1df91633ae94,e800fa7a-0025-4772-8c5c-60e979f7b02c,2023-12-01,3,4,3
096a100e-19d8-4ab3-8625-99e12a34295e,81f91d32-85b5-4e9a-bbe0-4edc79c032bc,2023-06-01,2,4,3
5f3f4392-33b3-4667-815a-fefbad625f6a,81f91d32-85b5-4e9a-bbe0-4edc79c032bc,2023-12-01,2,4,4
cafa05bc-20e1-46c7-b3ca-60eb6a10caaf,81f91d32-85b5-4e9a-bbe0-4edc79c032bc,2024-06-01,3,2,3
e84fe68a-9e8f-4c21-bd3a-f6f0d5a81687,ce8e066d-bf71-4044-8854-fc0328983d5d,2023-06-01,4,2,1
50cab3ff-8c29-4187-8e51-7e5b34bb61d8,ce8e066d-bf71-4044-8854-fc0328983d5d,2023-12-01,2,3,1
1a390259-5ea9-4550-aa5d-e7a68cfb0821,54c2c80f-93cd-4331-ae33-a7b3e0647f9c,2023-06-01,1,2,1
c5b8e1a9-097c-42a4-a7bd-dda8526f38df,54c2c80f-93cd-4331-ae33-a7b3e0647f9c,2023-12-01,3,3,2
2183b017-93fd-4c69-8e20-583cf9a06065,54c2c80f-93cd-4331-ae33-a7b3e0647f9c,2024-06-01,1,1,2
d595ecfa-f76a-4fcd-ac5b-fbf1c843afb3,f5114312-5644-4042-a24c-2a5b968935c5,2023-06-01,4,2,2
b81e7965-0687-46b6-bf8e-a67f4aaf39a2,f5114312-5644-4042-a24c-2a5b968935c5,2023-12-01,4,3,3
c8750cd4-3857-4f46-9cbc-dceeb7a5af60,f5114312-5644-4042-a24c-2a5b968935c5,2024-06-01,4,4,4
ec1a8a20-b25a-46c3-9f43-de1374ba4030,f774f46a-e32c-4a13-8218-9ba4f2ee8e78,2023-12-01,3,3,4
a545bc24-e102-4196-aa1f-4628869c1ba0,f774f46a-e32c-4a13-8218-9ba4f2ee8e78,2024-06-01,4,2,2
3cf0b320-669d-43c5-bfff-b69222589a63,3e9a5a42-aacf-4a7c-88b6-19fe91ed982a,2023-06-01,1,3,1
d203bda1-3deb-4b5c-9fc2-5eb17ed7a5b3,3e9a5a42-aacf-4a7c-88b6-19fe91ed982a,2023-12-01,3,2,1
6075603c-2f10-4ee8-9d3f-614eee026570,77d4a991-fb0f-4b52-97ee-3e209c3e5724,2023-12-01,4,2,3
735d82d8-6684-421d-afa4-5c2b7c0d6467,77d4a991-fb0f-4b52-97ee-3e209c3e5724,2024-06-01,3,3,1
b37083dd-9e9c-427f-b86b-b95836b0f452,1daaf593-d813-4d03-9afe-a305aad6986a,2023-12-01,2,1,2
a33fca9d-a299-42e0-aed5-bd6c167c6e54,b7251c3a-5796-4eff-a231-52b84894580e,2023-06-01,4,3,3
6c68f97e-0f68-490a-867f-bae97a8ae116,b7251c3a-5796-4eff-a231-52b84894580e,2023-12-01,2,3,2
ecfff111-0dc9-4def-88cf-3e44cb18b973,b7251c3a-5796-4eff-a231-52b84894580e,2024-06-01,2,3,1
31cb193e-cf0d-4fb0-8ec7-257f049c9510,f555012d-2d12-4013-b51e-ff95bac02786,2023-06-01,5,5,4
87b15372-f15e-40cf-a7f9-2aa1e651d1e0,f555012d-2d12-4013-b51e-ff95bac02786,2023-12-01,3,3,3
996db579-55f4-482f-b183-b6bef9369439,e2adefb3-9e9b-4fdd-9fd0-84c65137702c,2023-06-01,4,4,3
84fdd16e-3446-49f6-be96-3dfa39580799,e2adefb3-9e9b-4fdd-9fd0-84c65137702c,2023-12-01,4,2,3
8158ad4d-b276-490b-ac03-1d8a5196a9e3,e2adefb3-9e9b-4fdd-9fd0-84c65137702c,2024-06-01,4,4,3
9c5f03c8-e003-46ac-bfe9-5a43f07b9a62,a63b557e-647f-43a0-8b53-468086b5f416,2023-06-01,2,2,1
0ee560c4-b158-4cfb-99ba-51595cea1ed2,a63b557e-647f-43a0-8b53-468086b5f416,2023-12-01,3,2,1
1d8d31ad-e58c-4778-a275-7960495499de,c0f5f3f0-f258-4bd1-a81e-807fd5df90a0,2023-06-01,5,5,5
39ac570b-6350-4890-b22c-02dd6698ac07,c0f5f3f0-f258-4bd1-a81e-807fd5df90a0,2023-12-01,5,5,2
05a35237-8f63-465d-9c94-aa54e26bb8ba,c0f5f3f0-f258-4bd1-a81e-807fd5df90a0,2024-06-01,3,4,4
573320fc-be40-4d42-bdf1-a550ff57bf16,c829e47f-933e-44f8-9f3d-25264029c26e,2023-06-01,3,2,1
e37b2988-0b61-4909-90fa-37b750b84fd8,c829e47f-933e-44f8-9f3d-25264029c26e,2023-12-01,3,2,1
941d5f17-69d0-4e39-853c-b930c76acf7e,c829e47f-933e-44f8-9f3d-25264029c26e,2024-06-01,3,1,1
b7d60abe-7eac-4106-8db0-a16a8e365f34,ae90fc59-0ee6-49fb-807c-0107e1cc29c5,2023-06-01,2,4,1
efae8d8c-72eb-4a11-bd7b-abc8876a9c33,ae90fc59-0ee6-49fb-807c-0107e1cc29c5,2023-12-01,3,3,2
7401201c-5026-417f-81e9-efd4069f6a8c,ae90fc59-0ee6-49fb-807c-0107e1cc29c5,2024-06-01,4,4,3
e05db5a2-c1f0-49ca-8c06-924a1bba4b5d,e11200db-2e7c-4d81-b313-f677f9bc12cb,2023-06-01,3,3,1
d10e8f39-5478-43b2-b02d-f2a95b48b2c4,e11200db-2e7c-4d81-b313-f677f9bc12cb,2023-12-01,1,3,3
ebc3cc09-0b45-4c25-a488-0b6543c4ca8a,e11200db-2e7c-4d81-b313-f677f9bc12cb,2024-06-01,1,2,1
64a5ea60-5830-4ec8-b883-107af3265bad,4e89e578-b3e7-40ec-8190-2daf789ae4ad,2023-06-01,4,3,4
c449e1ca-6dc1-4a79-9436-cb258e261a36,4e89e578-b3e7-40ec-8190-2daf789ae4ad,2023-12-01,3,2,2
fe69436e-425f-4b50-b5fd-ca1864ebd659,4e89e578-b3e7-40ec-8190-2daf789ae4ad,2024-06-01,3,3,2
